Assessment,Assessment Language,State,District,School,Local ID,State ID,FAST ID,First Name,Last Name,Gender,DOB,Race,Special Ed. Status,Grade,Unnamed: 15,Fall aReading Test Theta,Fall aReading Percentile at School,Fall aReading Percentile at LEA,Fall aReading Percentile at Nation,Fall aReading Risk Level,Fall aReading Final Date,Winter aReading Test Theta,Winter aReading Percentile at School,Winter aReading Percentile at LEA,Winter aReading Percentile at Nation,Winter aReading Risk Level,Winter aReading Final Date,Growth Score from Fall to Winter,School Growth Percentile from Fall to Winter,District Growth Percentile from Fall to Winter,National Growth Percentile from Fall to Winter,Growth Percentile by Start Score from Fall to Winter,Spring aReading Test Theta,Spring aReading Percentile at School,Spring aReading Percentile at LEA,Spring aReading Percentile at Nation,Spring aReading Risk Level,Spring aReading Final Date,Growth Score from Fall to Spring,School Growth Percentile from Fall to Spring,District Growth Percentile from Fall to Spring,National Growth Percentile from Fall to Spring,Growth Percentile by Start Score from Fall to Spring,Growth Score from Winter to Spring,School Growth Percentile from Winter to Spring,District Growth Percentile from Winter to Spring,National Growth Percentile from Winter to Spring,Growth Percentile by Start Score from Winter to Spring,Screening Period 4 aReading Test Theta,Screening Period 4 aReading Percentile at School,Screening Period 4 aReading Percentile at LEA,Screening Period 4 aReading Percentile at Nation,Screening Period 4 aReading Risk Level,Screening Period 4 aReading Final Date,Growth Score from Fall to Screening Period 4,School Growth Percentile from Fall to Screening Period 4,District Growth Percentile from Fall to Screening Period 4,National Growth Percentile from Fall to Screening Period 4,Growth Percentile by Start Score from Fall to Screening Period 4,Growth Score from Winter to Screening Period 4,School Growth Percentile from Winter to Screening Period 4,District Growth Percentile from Winter to Screening Period 4,National Growth Percentile from Winter to Screening Period 4,Growth Percentile by Start Score from Winter to Screening Period 4,Growth Score from Spring to Screening Period 4,School Growth Percentile from Spring to Screening Period 4,District Growth Percentile from Spring to Screening Period 4,National Growth Percentile from Spring to Screening Period 4,Growth Percentile by Start Score from Spring to Screening Period 4,Screening Period 5 aReading Test Theta,Screening Period 5 aReading Percentile at School,Screening Period 5 aReading Percentile at LEA,Screening Period 5 aReading Percentile at Nation,Screening Period 5 aReading Risk Level,Screening Period 5 aReading Final Date,Growth Score from Fall to Screening Period 5,School Growth Percentile from Fall to Screening Period 5,District Growth Percentile from Fall to Screening Period 5,National Growth Percentile from Fall to Screening Period 5,Growth Percentile by Start Score from Fall to Screening Period 5,Growth Score from Winter to Screening Period 5,School Growth Percentile from Winter to Screening Period 5,District Growth Percentile from Winter to Screening Period 5,National Growth Percentile from Winter to Screening Period 5,Growth Percentile by Start Score from Winter to Screening Period 5,Growth Score from Spring to Screening Period 5,School Growth Percentile from Spring to Screening Period 5,District Growth Percentile from Spring to Screening Period 5,National Growth Percentile from Spring to Screening Period 5,Growth Percentile by Start Score from Spring to Screening Period 5,Growth Score from Screening Period 4 to Screening Period 5,School Growth Percentile from Screening Period 4 to Screening Period 5,District Growth Percentile from Screening Period 4 to Screening Period 5,National Growth Percentile from Screening Period 4 to Screening Period 5,Growth Percentile by Start Score from Screening Period 4 to Screening Period 5,Fall Lexile,Winter Lexile,Spring Lexile,Screening Period 4 Lexile,Screening Period 5 Lexile
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,30169,49612,857904,MATTHEW,HARRIS,Female,2018-09-17,Black or African American,,Three,,466.16107,25,30.90909,13.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,56469,86856,121847,ROBERT,ARIAS,Female,2019-04-15,Black or African American,,Nine,,539.5618,N/A*,N/A*,42.0,lowRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,67724,46111,928351,LINDA,JOHNSON,Male,2016-02-25,Black or African American,,Three,,451.13937,18.644068,20.90909,7.0,highRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR180L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,72522,12955,746197,HANNAH,HALL,Female,2019-05-28,Black or African American,,Two,,490.83856,81.666664,82.37885,73.0,LI,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,14616,10643,817052,JOSE,BROWN,Female,2019-04-25,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,40303,85060,829067,SCOTT,HARRIS,Male,2017-09-04,Black or African American,,Three,,505.1148,69.49152,78.63636,70.0,LI,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,91460,29205,582994,MICHAEL,WARREN,Male,2019-07-15,White,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,83545,97370,936112,CRYSTAL,SMITH,Female,2016-07-24,Black or African American,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,81665,26654,330689,CHRISTINA,RANDALL,Male,2018-11-27,White,,Three,,446.60486,15.254237,18.636364,5.0,highRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR215L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,21129,72787,816350,CAROLYN,TURNER,Female,2016-02-27,Hispanic/Latino,,Two,,472.17395,48.333332,63.87665,45.0,lowRisk,9/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,12102,72918,961385,KAYLA,FRAZIER,Female,2018-12-03,Black or African American,,Four,,509.90576,56,67.51269,55.0,lowRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,71008,81012,869861,DREW,PETERSEN,Male,2018-04-14,Black or African American,,Two,,481.7575,68.333336,75.77093,61.0,lowRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,46798,80165,861615,LISA,PERKINS,Male,2016-03-10,White,,Two,,432.64883,11.666667,25.550661,7.0,highRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR340L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,81153,81043,704721,ELIZABETH,FRANKLIN,Female,2016-02-04,White,,Two,,489.07855,80,81.497795,71.0,LI,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,43140,79328,418246,DERRICK,REYES,Male,2019-10-12,White,,Two,,518.874,100,99.55947,98.0,LI,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,94135,37749,551965,ASHLEY,BELL,Female,2016-02-12,White,,Two,,515.5502,95,96.9163,97.0,LI,9/24/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,50348,19453,931763,STEPHEN,BERRY,Male,2019-06-01,White,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,64176,44583,215670,ASHLEE,BELL,Male,2017-04-12,Black or African American,,Two,,449.9685,35,43.612335,18.0,someRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR190L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,63492,28119,486753,JULIE,ZAVALA,Female,2016-08-02,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,69178,95627,348132,JUAN,JONES,Male,2017-06-27,White,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,13851,19865,679301,DARIUS,WILLIAMS,Male,2019-10-12,White,,Two,,491.4769,83.333336,83.70044,74.0,LI,9/3/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,53758,48594,609035,ZACHARY,SMITH,Male,2016-04-17,Black or African American,,Two,,436.1136,15,29.515419,9.0,highRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR315L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,56798,67561,455602,DAVID,STONE,Female,2019-05-22,Multi-Racial,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,80294,85636,901593,COURTNEY,WATSON,Male,2018-10-19,Black or African American,,Two,,469.39352,45,59.471367,40.0,lowRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,92838,66017,569927,SHERYL,FLEMING,Female,2016-03-01,Multi-Racial,,Three,,516.5584,93.22034,94.09091,86.0,LI,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,36443,73575,644913,JACK,RIVERA,Female,2016-07-15,Black or African American,,Nine,,520.2405,N/A*,N/A*,16.0,someRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,93059,76281,738312,TINA,HOWARD,Male,2019-01-04,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,14456,24384,822436,JAMES,WILSON,Male,2019-05-04,Black or African American,,Two,,463.7244,65.51724,54.62555,32.0,someRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR5L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,76048,25660,860976,CRYSTAL,HAWKINS,Male,2017-10-08,Black or African American,,Twelve,,545.3742,N/A*,N/A*,32.0,someRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,76906,33904,531564,CHARLES,WILLIAMS,Male,2017-02-27,Black or African American,,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,88386,65104,921941,MELISSA,RODRIGUEZ,Male,2016-04-03,Black or African American,,Two,,496.12064,86.666664,86.78414,80.0,LI,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,70115,88094,519652,SARA,LARSEN,Male,2018-12-17,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,67508,10762,762013,SUSAN,BARBER,Female,2018-08-13,Black or African American,,Two,,380.41772,1.6666666,6.167401,1.0,highRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR810L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,60108,74588,245279,RICHARD,FRANCIS,Male,2019-05-19,Black or African American,,Eight,,534.69586,64.327484,64.327484,40.0,lowRisk,8/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,79252,82064,289265,TERRY,BROWN,Female,2017-09-20,Black or African American,,Two,,448.2036,31.666666,40.969162,17.0,someRisk,9/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR210L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,60610,58881,582027,ROBERT,PORTER,Female,2018-04-04,Black or African American,,Eight,,520.92,46.19883,46.19883,22.0,someRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,68424,99815,715760,CHELSEA,HORNE,Female,2019-01-23,Black or African American,,Two,,455.02936,38.333332,48.01762,22.0,someRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR145L,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,20859,25686,907431,HUNTER,ZHANG,Female,2016-09-02,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,36153,93356,716155,ROGER,HARVEY,Female,2017-07-23,Black or African American,,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,27984,80837,723669,RICHARD,OROZCO,Male,2019-04-29,Black or African American,,Nine,,511.64972,N/A*,N/A*,9.0,highRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740L,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,94947,58003,115549,SEAN,LITTLE,Female,2016-06-27,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,50728,35309,766350,DAVID,JENKINS,Female,2018-01-03,Hispanic/Latino,,Two,,467.14233,41.666668,56.828194,36.0,someRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,31669,82609,138967,ANTHONY,BURGESS,Male,2018-10-15,Black or African American,,Two,,363.95508,1.7241379,0.88105726,1.0,highRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR950L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,76434,46652,272293,JOSHUA,JACKSON,Male,2017-01-19,White,,Two,,446.06396,26.666666,38.76652,15.0,someRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR225L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,19947,36695,745032,CODY,JONES,Male,2019-12-20,Black or African American,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,33890,26859,414570,STEPHEN,VILLA,Male,2018-12-05,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,35286,95955,788249,KATHLEEN,CARTER,Female,2018-08-02,Black or African American,,Two,,429.9922,10,22.90749,7.0,highRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR365L,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,14568,17177,193162,HAYDEN,KNAPP,Female,2017-12-11,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,57918,39323,829812,MARK,REYES,Female,2018-03-19,White,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,32591,57184,224956,JENNIFER,RAMIREZ,Male,2017-11-07,White,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Barbara Jordan Elementary,82712,64409,828582,JEREMY,WELLS,Male,2017-12-11,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,10207,68574,895897,KENNETH,PEREZ,Female,2019-02-25,Asian,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,55678,66548,837837,STEPHEN,RIOS,Male,2019-06-11,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,71892,71064,294854,KEITH,DELACRUZ,Male,2018-12-25,Asian,,Two,,484.5923,75,78.85462,65.0,lowRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320L,,,,
aReading,Assessment Language,MO,University City School District,Jackson Park Elementary,68745,52451,122109,ROBERT,RASMUSSEN,Female,2018-11-05,Black or African American,,Three,,462.27426,22.44898,27.272728,11.0,highRisk,9/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR40L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,45470,57954,945278,JANET,HOFFMAN,Female,2017-02-17,White,,Two,,500.76428,90,90.7489,86.0,LI,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570L,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,53419,27030,210906,ANGELA,JOHNSON,Male,2019-10-04,Black or African American,,Two,,376.73117,6,4.4052863,1.0,highRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR835L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,97662,82490,299517,HUNTER,BRYANT,Female,2016-02-21,Black or African American,,Two,,444.50885,25,38.325993,14.0,someRisk,8/29/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR235L,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,62166,71186,412481,EDWARD,BROWN,Female,2019-08-02,Black or African American,,Five,,521.2791,77.55102,72.64574,58.0,lowRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,26858,18754,769851,TIMOTHY,GREEN,Male,2018-04-17,Black or African American,,Two,,466.59412,40,56.387665,36.0,someRisk,9/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40L,,,,
aReading,Assessment Language,MO,University City School District,BRITTANY WOODS MIDDLE SCHOOL,57363,42606,961471,VICTORIA,HICKS,Male,2017-01-24,Black or African American,,Seven,,359.1211,0,0,1.0,highRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR995L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,70375,45702,602355,CHRISTINE,MCCARTY,Female,2018-09-09,White,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,65472,86330,199696,MELISSA,EVANS,Female,2019-05-08,Black or African American,,Ten,,485.11853,N/A*,N/A*,1.0,highRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320L,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,90800,35708,283672,JOCELYN,VAZQUEZ,Male,2017-08-08,Hispanic/Latino,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,84180,43685,159251,BRIANNA,BLAIR,Female,2019-05-05,White,,Two,,483.35535,71.666664,77.092514,63.0,lowRisk,9/2/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290L,,,,
aReading,Assessment Language,MO,University City School District,FLYNN PARK ELEMENTARY,36786,13156,200244,LEAH,SCOTT,Male,2018-01-20,Black or African American,,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,21765,15540,573469,JEANNE,DENNIS,Male,2019-08-12,Black or African American,,Five,,409.31985,2.0408163,1.3452915,1.0,highRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR550L,,,,
aReading,Assessment Language,MO,University City School District,PERSHING ELEMENTARY,86883,54631,639573,DARLENE,DAVIS,Female,2017-07-31,Black or African American,,Three,,350.0,0,0,1.0,highRisk,8/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR1075L,,,,
aReading,Assessment Language,MO,University City School District,UNIVERSITY CITY HIGH SCHOOL,44730,33353,891470,LISA,COOK,Female,2016-03-12,Black or African American,,Eleven,,556.3676,73.17073,73.17073,59.0,lowRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430L,,,,
